380589283	<div>おはよう。</div>	<div>good morning</div>	
1490898458	<div>おはようございます。</div>	<div>good morning (polite)</div>	
-1077264583	<div>こんにちは。</div>	<div>good afternoon</div>	
-1077258228	<div>こんばんは。</div>	<div>good evening</div>	
-1075780494	<div>さようなら。</div>	<div>good bye</div>	
